reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,important_notes,reporting_period,reporting_year_start,reporting_year_end,abs_reference_year,source_file,facility_name_key,facility_name_canonical,facility_name_core,reporting_entity_key,primary_fuel_family,nger_row_id,candidate_power_station_name,candidate_accreditation_code,candidate_installed_capacity_mw,candidate_postcode,candidate_fuel_source,candidate_accreditation_start_date,candidate_accreditation_start_year,candidate_suspension_status,candidate_baseline_mwh,candidate_fuel_family,facility_match_method,facility_match_status,matched_power_station_name,matched_accreditation_code,matched_installed_capacity_mw,matched_postcode,matched_fuel_source,matched_accreditation_start_date,matched_accreditation_start_year,matched_suspension_status,matched_baseline_mwh,matched_fuel_family,facility_match_found,matched_is_renewable_power_station,business_entries_count,business_exits_count,employee_income_earners_count,mean_employee_income_aud,median_employee_income_aud,total_businesses_count,total_employee_income_million_aud,utilities_businesses_count
POWER AND WATER CORPORATION,Minjilang (Croker Island),F,NT,5224.0,1451.0,908.0,0.0,908.0,0.63,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,minjilang croker island,minjilang croker island,minjilang croker island,power and water corporation,liquid_fuel,3526,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Minyerri (Hodgson Downs),F,NT,8806.0,2446.0,1595.0,0.0,1595.0,0.65,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,minyerri hodgson downs,minyerri hodgson downs,minyerri hodgson downs,power and water corporation,liquid_fuel,3527,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Nauiyu Nambiyu (Daly River),F,NT,12523.0,3478.0,1344.0,0.0,1344.0,0.39,Off,Off-grid,Solar,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,nauiyu nambiyu daly river,nauiyu nambiyu daly river,nauiyu nambiyu daly river,power and water corporation,solar,3528,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Nguiu (Bathurst Island),F,NT,27814.0,7726.0,4898.0,0.0,4898.0,0.63,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,nguiu bathurst island,nguiu bathurst island,nguiu bathurst island,power and water corporation,liquid_fuel,3529,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Ngukurr (Roper River),F,NT,20062.0,5573.0,3626.0,0.0,3626.0,0.65,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,ngukurr roper river,ngukurr roper river,ngukurr roper river,power and water corporation,liquid_fuel,3530,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Numbulwar (Rose River),F,NT,11196.0,3110.0,2171.0,0.0,2171.0,0.7,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,numbulwar rose river,numbulwar rose river,numbulwar rose river,power and water corporation,liquid_fuel,3531,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Nyirripi (Waite Creek),F,NT,4074.0,1132.0,623.0,0.0,623.0,0.55,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,nyirripi waite creek,nyirripi waite creek,nyirripi waite creek,power and water corporation,liquid_fuel,3532,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Orwaitilla (Canteen Creek),F,NT,3089.0,858.0,641.0,0.0,641.0,0.75,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,orwaitilla canteen creek,orwaitilla canteen creek,orwaitilla canteen creek,power and water corporation,liquid_fuel,3533,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Palumpa,F,NT,6153.0,1709.0,1176.0,0.0,1176.0,0.69,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,palumpa,palumpa,palumpa,power and water corporation,liquid_fuel,3534,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Papunya,F,NT,6902.0,1917.0,1371.0,0.0,1371.0,0.72,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,papunya,papunya,papunya,power and water corporation,liquid_fuel,3535,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Peppimenarti,F,NT,5028.0,1397.0,959.0,0.0,959.0,0.69,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,peppimenarti,peppimenarti,peppimenarti,power and water corporation,liquid_fuel,3536,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Pidgeon Hole,F,NT,2134.0,593.0,457.0,0.0,457.0,0.77,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,pidgeon hole,pidgeon hole,pidgeon hole,power and water corporation,liquid_fuel,3537,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Pirlangimpi (Garden Point),F,NT,7921.0,2200.0,1733.0,0.0,1733.0,0.79,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,pirlangimpi garden point,pirlangimpi garden point,pirlangimpi garden point,power and water corporation,liquid_fuel,3538,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Ramingining,F,NT,15211.0,4226.0,2567.0,0.0,2567.0,0.61,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,ramingining,ramingining,ramingining,power and water corporation,liquid_fuel,3539,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Robinson River,F,NT,4449.0,1236.0,910.0,0.0,910.0,0.74,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,robinson river,robinson river,robinson river,power and water corporation,liquid_fuel,3540,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Tara (Neutral Junction),F,NT,1172.0,326.0,265.0,0.0,265.0,0.81,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,tara neutral junction,tara neutral junction,tara neutral junction,power and water corporation,liquid_fuel,3541,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Ti Tree Generation,F,NT,8788.0,2441.0,1790.0,0.0,1790.0,0.73,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,ti tree generation,ti tree generation,ti tree generation,power and water corporation,liquid_fuel,3542,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Timber Creek,F,NT,10861.0,3017.0,1933.0,0.0,1933.0,0.64,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,timber creek,timber creek,timber creek,power and water corporation,liquid_fuel,3543,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Titjikala (Maryvale),F,NT,3628.0,1008.0,357.0,0.0,357.0,0.35,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,titjikala maryvale,titjikala maryvale,titjikala maryvale,power and water corporation,liquid_fuel,3544,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Umbakumba,F,NT,10504.0,2918.0,2175.0,0.0,2175.0,0.75,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,umbakumba,umbakumba,umbakumba,power and water corporation,liquid_fuel,3545,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Wadeye (Port Keats),F,NT,35294.0,9804.0,6237.0,0.0,6237.0,0.64,Off,Off-grid,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,wadeye port keats,wadeye port keats,wadeye port keats,power and water corporation,gas,3546,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Walungurru (Kintore),F,NT,6736.0,1871.0,1091.0,0.0,1091.0,0.58,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,walungurru kintore,walungurru kintore,walungurru kintore,power and water corporation,liquid_fuel,3547,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Warruwi (Goulburn Is),F,NT,7753.0,2154.0,1352.0,0.0,1352.0,0.63,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,warruwi goulburn is,warruwi goulburn is,warruwi goulburn is,power and water corporation,liquid_fuel,3548,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Wilora (Stirling),F,NT,1034.0,287.0,265.0,0.0,265.0,0.92,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,wilora stirling,wilora stirling,wilora stirling,power and water corporation,liquid_fuel,3549,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Wirliyatjarrayi (Willowra),F,NT,3735.0,1038.0,717.0,0.0,717.0,0.69,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,wirliyatjarrayi willowra,wirliyatjarrayi willowra,wirliyatjarrayi willowra,power and water corporation,liquid_fuel,3550,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Yarralin,F,NT,5967.0,1658.0,1150.0,0.0,1150.0,0.69,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,yarralin,yarralin,yarralin,power and water corporation,liquid_fuel,3551,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Yuendumu,F,NT,18593.0,5165.0,3158.0,0.0,3158.0,0.61,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,yuendumu,yuendumu,yuendumu,power and water corporation,liquid_fuel,3552,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER GENERATION CORPORATION,Channel Island Power Station,F,NT,3052423.0,847896.0,498511.0,0.0,498511.0,0.59,On,DKIS,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,channel island power station,channel island power station,channel island,power generation corporation,gas,3553,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER GENERATION CORPORATION,Katherine Power Station,F,NT,37495.0,10415.0,5459.0,0.0,5459.0,0.52,On,DKIS,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,katherine power station,katherine power station,katherine,power generation corporation,gas,3554,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER GENERATION CORPORATION,Kings Canyon,F,NT,5898.0,1638.0,1184.0,0.0,1184.0,0.72,Off,Off-grid,Solar,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,kings canyon,kings canyon,kings canyon,power generation corporation,solar,3555,Kings Canyon Solar - NT,SRPVNT03,0.2251,872.0,Solar,2005-04-18,2005.0,Suspended,0.0,solar,core_name_state_fuel,matched,Kings Canyon Solar - NT,SRPVNT03,0.2251,872.0,Solar,2005-04-18 00:00:00,2005.0,Suspended,0.0,solar,True,True,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER GENERATION CORPORATION,Owen Springs Power Station,F,NT,490318.0,136199.0,72365.0,0.0,72365.0,0.53,Off,Off-grid,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,owen springs power station,owen springs power station,owen springs,power generation corporation,gas,3556,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER GENERATION CORPORATION,Ron Goodin Power Station,F,NT,184124.0,51145.0,28051.0,0.0,28051.0,0.55,Off,Off-grid,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,ron goodin power station,ron goodin power station,ron goodin,power generation corporation,gas,3557,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER GENERATION CORPORATION,Tennant Creek Power Station,F,NT,114391.0,31775.0,18296.0,0.0,18296.0,0.58,Off,Off-grid,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,tennant creek power station,tennant creek power station,tennant creek,power generation corporation,gas,3558,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER GENERATION CORPORATION,Weddell Power Station,F,NT,1660079.0,461133.0,264059.0,0.0,264059.0,0.57,On,DKIS,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,weddell power station,weddell power station,weddell,power generation corporation,gas,3559,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER GENERATION CORPORATION,Yulara Power Station,F,NT,59294.0,16470.0,10751.0,0.0,10751.0,0.65,Off,Off-grid,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,yulara power station,yulara power station,yulara,power generation corporation,gas,3560,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
ADANI RENEWABLE ASSET HOLDINGS PTY LTD,Adani Rugby Run Solar Farm,F,QLD,615760.0,171045.0,1.0,577.0,578.0,0.0,On,NEM,Solar,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,adani rugby run solar farm,adani rugby run solar farm,adani rugby run,adani renewable asset holdings pty ltd,solar,3109,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
APA INFRASTRUCTURE LIMITED,Daandine Power Station,F,QLD,75328.0,20924.0,10131.0,1192.0,11323.0,0.48,On,NEM,Coal Seam Methane,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. APA INFRASTRUCTURE LIMITED and CLARKE ENERGY (AUSTRALIA) PTY. LTD., have each included the same data for the Daandine Power Station in their NGER reports.",2021-22,2021,2022,2022,nger_electricity_2021-22.csv,daandine power station,daandine power station,daandine,apa infrastructure limited,coal,3145,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
APA INFRASTRUCTURE LIMITED,Darling Downs Solar Farm,F,QLD,673855.0,187182.0,4.0,649.0,653.0,0.0,On,NEM,Wind,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,darling downs solar farm,darling downs solar farm,darling downs,apa infrastructure limited,wind,3146,Darling Downs Solar Farm - QLD,SRPVQL90,137.592,4406.0,Solar,2018-07-27,2018.0,Unsuspended,0.0,solar,canonical_name_state,rejected_fuel_family_mismatch,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
APA INFRASTRUCTURE LIMITED,Diamantina Power Station,F,QLD,7410951.0,2058598.0,865523.0,98.0,865621.0,0.42,On,Mt Isa,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,diamantina power station,diamantina power station,diamantina,apa infrastructure limited,gas,3147,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,F,QLD,1995952.0,554431.0,341822.0,4036.0,345858.0,0.62,On,NEM,Coal Seam Methane,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,braemar 2 power station,braemar 2 power station,braemar 2,arrow energy holdings pty ltd,coal,3151,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
C S ENERGY LIMITED,Callide B Power Station,F,QLD,15456689.0,4293525.0,4048111.0,36782.0,4084893.0,0.94,On,NEM,Black Coal,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,callide b power station,callide b power station,callide b,c s energy limited,coal,3165,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
C S ENERGY LIMITED,Callide C Power Station,F,QLD,9252986.0,2570274.0,2246298.0,6930.0,2253228.0,0.87,On,NEM,Black Coal,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. C S ENERGY LIMITED and OZGEN HOLDINGS AUSTRALIA PTY LTD, have each included the same data for the Callide C Power Station in their NGER reports.",2021-22,2021,2022,2022,nger_electricity_2021-22.csv,callide c power station,callide c power station,callide c,c s energy limited,coal,3166,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
C S ENERGY LIMITED,Kogan Creek Power Station,F,QLD,19947879.0,5541077.0,4776040.0,2077.0,4778117.0,0.86,On,NEM,Black Coal,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,kogan creek power station,kogan creek power station,kogan creek,c s energy limited,coal,3167,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
CHILDERS HOLDCO PTY LTD,Childers Solar Farm,F,QLD,399810.0,111058.0,14.0,306.0,320.0,0.0,On,NEM,Solar,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,childers solar farm,childers solar farm,childers,childers holdco pty ltd,solar,3173,Childers Solar Farm - QLD,SRPVQLC4,75.0915,4660.0,Solar,2018-12-17,2018.0,Unsuspended,0.0,solar,canonical_name_state,matched,Childers Solar Farm - QLD,SRPVQLC4,75.0915,4660.0,Solar,2018-12-17 00:00:00,2018.0,Unsuspended,0.0,solar,True,True,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Browns Plains LFG Power Station,F,QLD,53502.0,14862.0,1130.0,1.0,1131.0,0.08,On,NEM,Landfill Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,browns plains lfg power station,browns plains lfg power station,browns plains lfg,ck william australia holdings pty ltd,bioenergy,3183,Browns Plains LFG Power Plant,BEBGQL01,2.18,4118.0,Biomass,2001-04-01,2001.0,Unsuspended,0.0,bioenergy,core_name_state_fuel,matched,Browns Plains LFG Power Plant,BEBGQL01,2.18,4118.0,Biomass,2001-04-01 00:00:00,2001.0,Unsuspended,0.0,bioenergy,True,True,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,German Creek CMM Power Station,F,QLD,898804.0,249668.0,140265.0,25.0,140290.0,0.56,On,NEM,Waste Coal Mine Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,german creek cmm power station,german creek cmm power station,german creek cmm,ck william australia holdings pty ltd,bioenergy,3193,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 1 WCMG Power Station,F,QLD,351564.0,97657.0,55605.0,4.0,55609.0,0.57,On,NEM,Waste Coal Mine Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,grosvenor 1 wcmg power station,grosvenor 1 wcmg power station,grosvenor 1 wcmg,ck william australia holdings pty ltd,bioenergy,3196,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 2 WCMG Power Station,F,QLD,277070.0,76964.0,44540.0,3.0,44543.0,0.58,On,NEM,Waste Coal Mine Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,grosvenor 2 wcmg power station,grosvenor 2 wcmg power station,grosvenor 2 wcmg,ck william australia holdings pty ltd,bioenergy,3197,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Moranbah North CMM Power Station,F,QLD,1009837.0,280510.0,188209.0,8.0,188217.0,0.67,On,NEM,Waste Coal Mine Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,moranbah north cmm power station,moranbah north cmm power station,moranbah north cmm,ck william australia holdings pty ltd,bioenergy,3208,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Oaky Creek II WCMG Power Station,F,QLD,397362.0,110378.0,62695.0,8.0,62703.0,0.57,On,NEM,Waste Coal Mine Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,oaky creek ii wcmg power station,oaky creek ii wcmg power station,oaky creek ii wcmg,ck william australia holdings pty ltd,bioenergy,3209,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,79509.0,59405.0,2848631.0,67160.0,56569.0,482302.0,191314.6,1530.0
