accreditation_code,power_station_name,state,installed_capacity,postcode,fuel_source_s,accreditation_start_date,suspension_status,baseline_mwh,comment,accreditation_start_year,power_station_name_key,power_station_name_canonical,power_station_name_core,fuel_family,source_file
SRPVNSI5,Lindt Marsden Park Solar - NSW,NSW,0.3541,2765,Solar,2019-05-16,Unsuspended,0,,2019,lindt marsden park solar nsw,lindt marsden park solar,lindt marsden park,solar,cer_historical_accredited_power_stations.csv
SRPYNSE6,Lineage Lurnea - Solar w SGU - NSW,NSW,1.1505,2170,Solar,2025-08-04,Unsuspended,0,,2025,lineage lurnea solar w sgu nsw,lineage lurnea,lineage lurnea,solar,cer_historical_accredited_power_stations.csv
SRPVNSG8,Lismore Central - Solar - NSW,NSW,0.1835,2480,Solar,2019-02-18,Unsuspended,0,,2019,lismore central solar nsw,lismore central,lismore central,solar,cer_historical_accredited_power_stations.csv
SRPXNSA8,Lithgow Hospital - Solar - NSW,NSW,0.367,2790,Solar,2022-10-18,Unsuspended,0,,2022,lithgow hospital solar nsw,lithgow hospital,lithgow hospital,solar,cer_historical_accredited_power_stations.csv
SRPVNS95,Lithgow Workies Solar - NSW,NSW,0.2067,2790,Solar,2018-02-12,Unsuspended,0,,2018,lithgow workies solar nsw,lithgow workies solar,lithgow workies,solar,cer_historical_accredited_power_stations.csv
BEBGNS21,Liverpool Sewage Treatment - Cogeneration Plant - NSW,NSW,0.548,2170,Biomass,2009-09-25,Unsuspended,0,,2009,liverpool sewage treatment cogeneration plant nsw,liverpool sewage treatment cogeneration plant,liverpool sewage treatment cogeneration,bioenergy,cer_historical_accredited_power_stations.csv
HYMINS12,Lostock Micro Hydro - NSW,NSW,0.22,2311,Hydro,2011-02-07,Unsuspended,0,,2011,lostock micro hydro nsw,lostock micro hydro,lostock micro,hydro,cer_historical_accredited_power_stations.csv
BEBGNS01,Lucas Heights I & II LFG Power Plant,NSW,21.92,2234,Biomass,2001-04-01,Unsuspended,21770,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2001,lucas heights i and ii lfg power plant,lucas heights i and ii lfg power plant,lucas heights i and ii lfg,bioenergy,cer_historical_accredited_power_stations.csv
SRPXNSF7,MBC Microgrid - Solar - NSW,NSW,0.5029,2731,Solar,2022-08-23,Unsuspended,0,,2022,mbc microgrid solar nsw,mbc microgrid,mbc microgrid,solar,cer_historical_accredited_power_stations.csv
SRPYNS28,MNCLHD Coffs Harbour Health Campus - Solar w SGU - NSW,NSW,1.3226,2450,Solar,2024-11-18,Unsuspended,0,,2024,mnclhd coffs harbour health campus solar w sgu nsw,mnclhd coffs harbour health campus,mnclhd coffs harbour health campus,solar,cer_historical_accredited_power_stations.csv
SRPVNS46,MOREE SOLAR FARM,NSW,70.1729,2400,Solar,2016-02-22,Unsuspended,0,,2016,moree solar farm,moree solar farm,moree,solar,cer_historical_accredited_power_stations.csv
BEBGNS35,MOXEY FARMS - AGRICULTURAL WASTE - NSW,NSW,3.12,2871,Biomass,2019-06-26,Unsuspended,0,,2019,moxey farms agricultural waste nsw,moxey farms agricultural waste,moxey farms agricultural waste,bioenergy,cer_historical_accredited_power_stations.csv
SRPVNSH9,MPC Alphadale 0.6MW - Solar NSW,NSW,0.6016,2480,Solar,2019-04-04,Unsuspended,0,,2019,mpc alphadale 0 6mw solar nsw,mpc alphadale 0 6mw,mpc alphadale 0 6mw,solar,cer_historical_accredited_power_stations.csv
SRPXNST6,MUR THAI FOOD CO PTY LTD - Solar w SGU - NSW,NSW,0.1966,2566,Solar,2024-02-15,Unsuspended,0,,2024,mur thai food co pty ltd solar w sgu nsw,mur thai food,mur thai food,solar,cer_historical_accredited_power_stations.csv
SRPXNST0,MWSC Microgrid - Solar - NSW,NSW,0.3514,2647,Solar,2024-01-25,Unsuspended,0,,2024,mwsc microgrid solar nsw,mwsc microgrid,mwsc microgrid,solar,cer_historical_accredited_power_stations.csv
BEMWNS03,Macarthur Resource Recovery Park - Biomass based components of MSW-NSW,NSW,2.8,2570,Biomass,2009-03-23,Suspended,0,,2009,macarthur resource recovery park biomass based components of msw nsw,macarthur resource recovery park,macarthur resource recovery park,bioenergy,cer_historical_accredited_power_stations.csv
SRPYNSC2,Macathur Square - Solar - NSW,NSW,4.5417,2560,Solar,2025-05-22,Unsuspended,0,,2025,macathur square solar nsw,macathur square,macathur square,solar,cer_historical_accredited_power_stations.csv
BEBGNS04,Malabar Sewage Treatment Plant,NSW,4.196,2036,Biomass,2001-08-07,Unsuspended,0,,2001,malabar sewage treatment plant,malabar sewage treatment plant,malabar sewage treatment,bioenergy,cer_historical_accredited_power_stations.csv
SRPYNS10,Mandole Orchard - Solar - NSW,NSW,0.1955,2680,Solar,2024-09-20,Unsuspended,0,,2024,mandole orchard solar nsw,mandole orchard,mandole orchard,solar,cer_historical_accredited_power_stations.csv
SRPVNSA7,Manildra Solar Farm - NSW,NSW,55.872,2865,Solar,2018-05-01,Unsuspended,0,,2018,manildra solar farm nsw,manildra solar farm,manildra,solar,cer_historical_accredited_power_stations.csv
SRPXNS28,Marleyspoon - Solar - NSW,NSW,0.506,2164,Solar,2021-08-09,Unsuspended,0,,2021,marleyspoon solar nsw,marleyspoon,marleyspoon,solar,cer_historical_accredited_power_stations.csv
SRPXNS15,Marrickville Metro - Solar - NSW,NSW,0.3825,2204,Solar,2021-04-13,Suspended,0,,2021,marrickville metro solar nsw,marrickville metro,marrickville metro,solar,cer_historical_accredited_power_stations.csv
SRPVNSF3,Marshall Notaras Hardwoods-Solar-NSW,NSW,0.3111,2460,Solar,2018-10-11,Unsuspended,0,,2018,marshall notaras hardwoods solar nsw,marshall notaras hardwoods solar,marshall notaras hardwoods,solar,cer_historical_accredited_power_stations.csv
SRPVNS60,Martin Brower Distribution Facility,NSW,0.7774,2164,Solar,2016-11-11,Unsuspended,0,,2016,martin brower distribution facility,martin brower distribution facility,martin brower distribution facility,solar,cer_historical_accredited_power_stations.csv
SRPVNSU5,Master Benchtops - Solar w SGU - NSW,NSW,0.2863,2164,Solar,2020-08-06,Unsuspended,0,,2020,master benchtops solar w sgu nsw,master benchtops,master benchtops,solar,cer_historical_accredited_power_stations.csv
SRPVNS45,Mater Dei School Solar - NSW,NSW,0.1527,2570,Solar,2015-12-08,Unsuspended,0,,2015,mater dei school solar nsw,mater dei school solar,mater dei school,solar,cer_historical_accredited_power_stations.csv
SRPYNSA6,Mayfield Aged Care - Solar - NSW,NSW,0.1923,2304,Solar,2025-04-28,Unsuspended,0,,2025,mayfield aged care solar nsw,mayfield aged care,mayfield aged care,solar,cer_historical_accredited_power_stations.csv
SRPXNSK1,Mazda Blacktown - Solar w SGU - NSW,NSW,0.2998,2148,Solar,2023-07-31,Unsuspended,0,,2023,mazda blacktown solar w sgu nsw,mazda blacktown,mazda blacktown,solar,cer_historical_accredited_power_stations.csv
SRPXNS87,"McLaurin Road, Ettamogah - Solar - NSW",NSW,0.6323,2640,Solar,2022-02-24,Unsuspended,0,,2022,mclaurin road ettamogah solar nsw,mclaurin road ettamogah,mclaurin road ettamogah,solar,cer_historical_accredited_power_stations.csv
SRPYNS86,Mcdonald College - Solar w SGU - NSW,NSW,0.2526,2137,Solar,2025-03-20,Unsuspended,0,,2025,mcdonald college solar w sgu nsw,mcdonald college,mcdonald college,solar,cer_historical_accredited_power_stations.csv
SRPXNS07,Medline International Two - Solar w SGU - NSW,NSW,0.5497,2765,Solar,2021-02-25,Unsuspended,0,,2021,medline international two solar w sgu nsw,medline international two,medline international two,solar,cer_historical_accredited_power_stations.csv
SRPXNS26,Melrose Village - Solar w SGU - NSW,NSW,0.1949,2145,Solar,2021-06-18,Unsuspended,0,,2021,melrose village solar w sgu nsw,melrose village,melrose village,solar,cer_historical_accredited_power_stations.csv
SRPVNS29,Menai High School Solar - Illawong - NSW,NSW,0.085,2234,Solar,2014-09-11,Suspended,0,,2014,menai high school solar illawong nsw,menai high school solar illawong,menai high school illawong,solar,cer_historical_accredited_power_stations.csv
SRPXNSW9,Menangle Race Club - Solar w SGU - NSW,NSW,0.1908,2563,Solar,2024-05-23,Unsuspended,0,,2024,menangle race club solar w sgu nsw,menangle race club,menangle race club,solar,cer_historical_accredited_power_stations.csv
SRPXNS45,Metz Solar Farm - Solar - NSW,NSW,141.5063,2350,Solar,2022-03-01,Unsuspended,0,,2022,metz solar farm solar nsw,metz solar farm,metz,solar,cer_historical_accredited_power_stations.csv
SRPVNSE4,Midwest Foods Dubbo Solar - NSW,NSW,0.1998,2830,Solar,2018-09-07,Unsuspended,0,,2018,midwest foods dubbo solar nsw,midwest foods dubbo solar,midwest foods dubbo,solar,cer_historical_accredited_power_stations.csv
SRPXNSD3,"Millennium Ct, Silverwater - Solar - NSW",NSW,0.7016,2128,Solar,2023-02-23,Unsuspended,0,,2023,millennium ct silverwater solar nsw,millennium ct silverwater,millennium ct silverwater,solar,cer_historical_accredited_power_stations.csv
SRPXNS96,Milliken Northmead - Solar w/ SGU - NSW,NSW,0.45,2152,Solar,2022-08-12,Unsuspended,0,,2022,milliken northmead solar w sgu nsw,milliken northmead,milliken northmead,solar,cer_historical_accredited_power_stations.csv
SRPVNS97,Milltech Hexham - Solar w SGU - NSW,NSW,0.2103,2322,Solar,2018-02-20,Unsuspended,0,,2018,milltech hexham solar w sgu nsw,milltech hexham,milltech hexham,solar,cer_historical_accredited_power_stations.csv
SRPVNST0,Milspec - Solar - NSW,NSW,0.1751,2640,Solar,2023-04-24,Unsuspended,0,,2023,milspec solar nsw,milspec,milspec,solar,cer_historical_accredited_power_stations.csv
SRPXNSM7,Minto PPA- Solar - NSW,NSW,0.2926,2566,Solar,2023-10-10,Unsuspended,0,,2023,minto ppa solar nsw,minto ppa solar,minto ppa,solar,cer_historical_accredited_power_stations.csv
SRPXNSH3,Minto System 1 - Solar w SGU - NSW,NSW,0.5399,2566,Solar,2023-05-01,Unsuspended,0,,2023,minto system 1 solar w sgu nsw,minto system 1,minto system 1,solar,cer_historical_accredited_power_stations.csv
SRPXNSM6,Minto System 2- Solar w SGU - NSW,NSW,0.1628,2566,Solar,2023-05-01,Unsuspended,0,,2023,minto system 2 solar w sgu nsw,minto system 2 solar w sgu,minto system 2 w sgu,solar,cer_historical_accredited_power_stations.csv
SRPVNSN0,Mirvac Energy - ATP B1 - Solar - NSW,NSW,0.281,2015,Solar,2019-11-25,Suspended,0,,2019,mirvac energy atp b1 solar nsw,mirvac energy atp b1,mirvac atp b1,solar,cer_historical_accredited_power_stations.csv
SRPVNSV8,Mirvac Energy - ATP B2 - Solar - NSW,NSW,0.3787,2015,Solar,2020-10-21,Suspended,0,,2020,mirvac energy atp b2 solar nsw,mirvac energy atp b2,mirvac atp b2,solar,cer_historical_accredited_power_stations.csv
SRPXNS64,Mirvac Energy - Locomotive Shed - Solar - NSW,NSW,0.6693,2015,Solar,2022-02-23,Suspended,0,,2022,mirvac energy locomotive shed solar nsw,mirvac energy locomotive shed,mirvac locomotive shed,solar,cer_historical_accredited_power_stations.csv
SRPYNS84,Mirvac Switchyards Building 2 - Solar w SGU - NSW,NSW,0.1998,2144,Solar,2025-03-05,Unsuspended,0,,2025,mirvac switchyards building 2 solar w sgu nsw,mirvac switchyards building 2,mirvac switchyards building 2,solar,cer_historical_accredited_power_stations.csv
SRPYNS37,Mirvac Switchyards Building 6 - Solar w SGU - NSW,NSW,0.1998,2144,Solar,2025-02-25,Unsuspended,0,,2025,mirvac switchyards building 6 solar w sgu nsw,mirvac switchyards building 6,mirvac switchyards building 6,solar,cer_historical_accredited_power_stations.csv
SRPVNS96,Mitchell Foods Eastern Creek Solar - NSW,NSW,0.407,2766,Solar,2018-02-28,Unsuspended,0,,2018,mitchell foods eastern creek solar nsw,mitchell foods eastern creek solar,mitchell foods eastern creek,solar,cer_historical_accredited_power_stations.csv
SRPVNSE6,Moama on Murray - Solar w SGU - NSW,NSW,0.1971,2731,Solar,2018-09-10,Unsuspended,0,,2018,moama on murray solar w sgu nsw,moama on murray,moama on murray,solar,cer_historical_accredited_power_stations.csv
SRPVNSW9,Molong Solar Farm - Solar - NSW,NSW,39.0556,2866,Solar,2020-10-29,Unsuspended,0,,2020,molong solar farm solar nsw,molong solar farm,molong,solar,cer_historical_accredited_power_stations.csv
SRPYNSC3,Moorebank - Solar - NSW,NSW,1.7308,2170,Solar,2025-05-23,Unsuspended,0,,2025,moorebank solar nsw,moorebank,moorebank,solar,cer_historical_accredited_power_stations.csv
SRPXNS82,Morpeth WWTW - Solar - NSW,NSW,0.6048,2321,Solar,2022-05-26,Unsuspended,0,,2022,morpeth wwtw solar nsw,morpeth wwtw,morpeth wwtw,solar,cer_historical_accredited_power_stations.csv
SRPXNSR2,Mount Druitt Courthouse - Solar - NSW,NSW,0.15,2770,Solar,2023-12-13,Unsuspended,0,,2023,mount druitt courthouse solar nsw,mount druitt courthouse,mount druitt courthouse,solar,cer_historical_accredited_power_stations.csv
SRPYNS50,Mt Annan Christian College - Solar- NSW,NSW,0.2198,2567,Solar,2024-12-05,Unsuspended,0,,2024,mount annan christian college solar nsw,mount annan christian college,mount annan christian college,solar,cer_historical_accredited_power_stations.csv
BEBMNS08,Mt Piper Power Station,NSW,1400.0,2847,Biomass,2002-05-16,Suspended,0,The capacity for this power station is not counted towards accredited capacity in the RET.,2002,mount piper power station,mount piper power station,mount piper,bioenergy,cer_historical_accredited_power_stations.csv
SRPXNSD4,Mt Wilga Private Hospital - Solar w SGU - NSW,NSW,0.356,2077,Solar,2023-02-17,Unsuspended,0,,2023,mount wilga private hospital solar w sgu nsw,mount wilga private hospital,mount wilga private hospital,solar,cer_historical_accredited_power_stations.csv
HY00NS09,Murray 1,NSW,975.0,2642,Hydro,2001-04-01,Unsuspended,1319577,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2001,murray 1,murray 1,murray 1,hydro,cer_historical_accredited_power_stations.csv
HY00NS10,Murray 2,NSW,600.0,2642,Hydro,2001-04-01,Unsuspended,722496,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2001,murray 2,murray 2,murray 2,hydro,cer_historical_accredited_power_stations.csv
SRPVNS43,Murray Rose No5 - Solar - NSW,NSW,0.1305,2127,Solar,2015-11-04,Unsuspended,0,,2015,murray rose no5 solar nsw,murray rose no5,murray rose no5,solar,cer_historical_accredited_power_stations.csv
SRPVNSJ8,Murray Valley Meats Strathfield Solar PV NSW,NSW,0.2205,2136,Solar,2019-07-18,Unsuspended,0,,2019,murray valley meats strathfield solar pv nsw,murray valley meats strathfield solar pv,murray valley meats strathfield pv,solar,cer_historical_accredited_power_stations.csv
SRPYNSB4,Murrumbidgee-Solar-NSW,NSW,7.125,2716,Solar,2025-05-16,Unsuspended,0,,2025,murrumbidgee solar nsw,murrumbidgee solar,murrumbidgee,solar,cer_historical_accredited_power_stations.csv
SRPVNSN6,Mushroom Composters - Solar - NSW,NSW,0.2448,2330,Solar,2019-12-13,Suspended,0,,2019,mushroom composters solar nsw,mushroom composters,mushroom composters,solar,cer_historical_accredited_power_stations.csv
SRPYNSH6,Muswellbrook Shire Council (RWTW) - Solar - NSW,NSW,0.3966,2333,Solar,2025-09-25,Unsuspended,0,,2025,muswellbrook shire council rwtw solar nsw,muswellbrook shire council rwtw,muswellbrook shire council rwtw,solar,cer_historical_accredited_power_stations.csv
SRPXVCI0,My Muscle Chef - Yennora - Solar w SGU - NSW,NSW,0.5503,2161,Solar,2024-01-17,Unsuspended,0,,2024,my muscle chef yennora solar w sgu nsw,my muscle chef yennora,my muscle chef yennora,solar,cer_historical_accredited_power_stations.csv
SRPVNS15,Myalben Photovoltaic,NSW,0.0023,2360,Solar,2005-01-01,Suspended,0,,2005,myalben photovoltaic,myalben photovoltaic,myalben photovoltaic,solar,cer_historical_accredited_power_stations.csv
SRPYNSH8,NCI HOLDINGS - Solar w SGU - NSW,NSW,0.8668,2761,Solar,2025-09-25,Unsuspended,0,,2025,nci holdings solar w sgu nsw,nci holdings,nci holdings,solar,cer_historical_accredited_power_stations.csv
SRPYNS51,NNSWLHD-Byron Central Hospital - Solar - NSW,NSW,0.7203,2481,Solar,2024-12-12,Unsuspended,0,,2024,nnswlhd byron central hospital solar nsw,nnswlhd byron central hospital,nnswlhd byron central hospital,solar,cer_historical_accredited_power_stations.csv
SRPXNSX5,NSW Ports Enfield H2 Rooftop - Solar - NSW,NSW,0.3387,2136,Solar,2024-06-04,Unsuspended,0,,2024,nsw ports enfield h2 rooftop solar nsw,ports enfield h2 rooftop,ports enfield h2 rooftop,solar,cer_historical_accredited_power_stations.csv
SRPXNSJ8,Narellan Town Centre - Solar - NSW,NSW,2.632,2567,Solar,2023-07-13,Unsuspended,0,,2023,narellan town centre solar nsw,narellan town centre,narellan town centre,solar,cer_historical_accredited_power_stations.csv
SRPXNSS6,Narrandera-Solar-NSW,NSW,7.2128,2700,Solar,2024-01-17,Unsuspended,0,,2024,narrandera solar nsw,narrandera solar,narrandera,solar,cer_historical_accredited_power_stations.csv
SRPXNS85,Narromine Renewable Energy Project - Solar - NSW,NSW,6.7399,2821,Solar,2024-07-10,Unsuspended,0,,2024,narromine renewable energy project solar nsw,narromine renewable energy project,narromine,solar,cer_historical_accredited_power_stations.csv
SRPVNSA5,Narromine Solar Farm - NSW,NSW,10.8864,2821,Solar,2018-04-30,Unsuspended,0,,2018,narromine solar farm nsw,narromine solar farm,narromine,solar,cer_historical_accredited_power_stations.csv
SRPYNSI4,Narromine-Solar-NSW,NSW,6.968,2821,Solar,2025-10-15,Unsuspended,0,,2025,narromine solar nsw,narromine solar,narromine,solar,cer_historical_accredited_power_stations.csv
SRPVNSO1,National Ceramics Rutherford Solar - NSW,NSW,2.9987,2320,Solar,2020-01-16,Unsuspended,0,,2020,national ceramics rutherford solar nsw,national ceramics rutherford solar,national ceramics rutherford,solar,cer_historical_accredited_power_stations.csv
SRPVNSV6,National Institute of Dramatic Art - Solar - NSW,NSW,0.1552,2033,Solar,2020-11-23,Unsuspended,0,,2020,national institute of dramatic art solar nsw,national institute of dramatic art,national institute of dramatic art,solar,cer_historical_accredited_power_stations.csv
SRPYNS83,Nepean Hospital - Kingswood - Solar - NSW,NSW,0.52,2747,Solar,2025-03-14,Unsuspended,0,,2025,nepean hospital kingswood solar nsw,nepean hospital kingswood,nepean hospital kingswood,solar,cer_historical_accredited_power_stations.csv
SRPXNSV1,Nepean Hospital - Solar - NSW,NSW,0.52,2747,Solar,2024-04-15,Unsuspended,0,,2024,nepean hospital solar nsw,nepean hospital,nepean hospital,solar,cer_historical_accredited_power_stations.csv
SRPVNSM7,Nevertire Solar Farm - Solar - NSW,NSW,131.8473,2826,Solar,2019-11-06,Unsuspended,0,,2019,nevertire solar farm solar nsw,nevertire solar farm,nevertire,solar,cer_historical_accredited_power_stations.csv
SRPXNS94,New England Solar Farm - NSW,NSW,522.3953,2358,Solar,2022-09-15,Unsuspended,0,,2022,new england solar farm nsw,new england solar farm,new england,solar,cer_historical_accredited_power_stations.csv
SRPXNSW0,Newington College - Solar w SGU - NSW,NSW,0.2508,2048,Solar,2024-05-07,Unsuspended,0,,2024,newington college solar w sgu nsw,newington college,newington college,solar,cer_historical_accredited_power_stations.csv
SRPYNS23,Newton Rd - Solar - NSW,NSW,0.1337,2164,Solar,2024-10-22,Unsuspended,0,,2024,newton rd solar nsw,newton rd,newton rd,solar,cer_historical_accredited_power_stations.csv
